pfloor,pid,pname,pperiod,prate
50000,HF180493,“金钥匙·汇利丰”2018年第493期人民币结构性存款产品,365天,3.6%-3.7%
50000,HF180484,“金钥匙·汇利丰”2018年第484期人民币结构性存款产品,182天,3.5%-3.6%
50000,AD141862,“安心·62天”人民币理财产品,62天,业绩基准4.05%
50000,HF180491,“金钥匙·汇利丰”2018年第491期人民币结构性存款产品,182天,3.5%-3.6%
50000,ABK160001,“农银财富·安心·灵动·60天”人民币理财产品,最低持有60天,2.8%-4.15%
1000000,HF180603,“金钥匙·汇利丰”2018年第603期人民币结构性存款产品（高净值客户专享）,182天,3.8%-4%
50000,HF180487,“金钥匙·汇利丰”2018年第487期人民币结构性存款产品,182天,3.5%-3.6%
50000,AD2014360,“安心·360天”人民币理财产品,360天,业绩基准4.45%
50000,HF180494,“金钥匙·汇利丰”2018年第494期人民币结构性存款产品,365天,3.6%-3.7%
50000,BFTT150001,“金钥匙·本利丰天天利”开放式人民币理财产品（个人专属）,1828天,2.3%-2.4%
1000000,HF180606,“金钥匙·汇利丰”2018年第606期人民币结构性存款产品（高净值客户专享）,365天,3.9%-4.1%
50000,HF180495,“金钥匙·汇利丰”2018年第495期人民币结构性存款产品,182天,3.5%-3.6%
50000,AXKXTT2,安心快线天天利滚利第２期,1826天,业绩基准3%
1000000,HF180604,“金钥匙·汇利丰”2018年第604期人民币结构性存款产品（高净值客户专享）,182天,3.8%-4%
0,BFTT150002,“本利丰天天利”开放式人民币理财产品（法人专属）,1828天,2.2%-2.3%
1000000,HF180609,“金钥匙·汇利丰”2018年第609期人民币结构性存款产品（高净值客户专享）,365天,3.9%-4.1%
1000000,HF180605,“金钥匙·汇利丰”2018年第605期人民币结构性存款产品（高净值客户专享）,365天,3.9%-4.1%
50000,AD2012090,“金钥匙·安心得利·９０天”人民币理财产品,90天,业绩基准4.2%
1000000,HF180612,“金钥匙·汇利丰”2018年第612期人民币结构性存款产品（高净值客户专享）,182天,3.8%-4%
0,AK150002,“安心快线步步高”法人专属开放式人民币理财产品,1828天,2.1%-3.45%
1000000,ADRY181100A,“农银私行·如意”2018年第1100期沪深300指数期末看涨连续型人民币理财产品,90天,2.5%-7.7%
1000000,HF180608,“金钥匙·汇利丰”2018年第608期人民币结构性存款产品（高净值客户专享）,182天,3.8%-4%
50000,AD2012181,“金钥匙·安心得利·１８１天”人民币理财产品,181天,业绩基准4.3%
50000,ADZJ186117,中国农业银行“金钥匙·安心得利”2018年第6117期人民币理财产品,114天,4.45%
50000,AK150001,“金钥匙·安心快线步步高”个人专属开放式人民币理财产品,1828天,2.3%-3.75%
50000,ADZJ186115,中国农业银行“金钥匙·安心得利”2018年第6115期人民币理财产,119天,4.45%
1000000,HF180611,“金钥匙·汇利丰”2018年第611期人民币结构性存款产品（高净值客户专享）,365天,3.9%-4.1%
50000,AD2012034,“金钥匙·安心得利·３４天”人民币理财产品,34天,业绩基准3.95%
100000,AD180236,“金钥匙·安心得利·灵珑”2018年第50期封闭净值型人民币理财产品（贵宾专享）,98天,业绩基准4.45%
0,AKTTLXG,“安心快线天天利”开放式人民币理财产品（法人专属）,1828天,-
50000,ADJS185917,中国农业银行“金钥匙·安心得利”2018年第5917期人民币理财产品,119天,4.3%
10000000,HF180616,“金钥匙·汇利丰”2018年第616期人民币结构性存款产品（高净值客户专享）,365天,4.3%-4.4%
50000,ADZJ186118,中国农业银行“金钥匙·安心得利”2018年第6118期人民币理财产品,142天,4.5%
1000000,ABK150011,“安心·灵动·30天”人民币理财产品（高净值私人银行专享）,最低持有30天,2.8%-4.1%
50000,ADZJ186116,中国农业银行“金钥匙·安心得利”2018年第6116期人民币理财产品,187天,4.55%
50000,HF180477,“金钥匙·汇利丰”2018年第477期人民币结构性存款产品,182天,3.5%-3.6%
50000,HF180478,“金钥匙·汇利丰”2018年第478期人民币结构性存款产品,365天,3.6%-3.7%
50000,ABK150006,“安心·灵动·20天”人民币理财产品,最低持有20天,2.8%-3.95%
1000000,AD183139,“农银私行·安心得利·灵珑”2018年第48期封闭净值型人民币理财产品,125天,业绩基准4.55%
50000,HF180480,“金钥匙·汇利丰”2018年第480期人民币结构性存款产品,182天,3.5%-3.6%
50000,HF180481,“金钥匙·汇利丰”2018年第481期人民币结构性存款产品,365天,3.6%-3.7%
50000,ABK150007,“安心·灵动·45天”人民币理财产品,最低持有45天,2.8%-4.05%
50000,AD180230,“金钥匙·安心得利·灵珑”2018年第12期新客户新资金专享封闭净值型人民币理财产品,187天,业绩基准4.65%
50000,HF180483,“金钥匙·汇利丰”2018年第483期人民币结构性存款产品,365天,3.6%-3.7%
50000,ABK150008,“安心·灵动·75天”人民币理财产品,最低持有75天,2.8%-4.15%
10000000,AD183141,“农银私行·安心得利·灵珑”2018年第50期封闭净值型人民币理财产品（顶级客户专享）,193天,业绩基准4.65%
50000,HF180486,“金钥匙·汇利丰”2018年第486期人民币结构性存款产品,182天,3.5%-3.6%
50000,ADSZ185640,中国农业银行“金钥匙·安心得利”2018年第5640期人民币理财产品,202天,4.7%
50000,HF180489,“金钥匙·汇利丰”2018年第489期人民币结构性存款产品,182天,3.5%-3.6%
50000,AKSSF1,“金钥匙·安心快线·时时付”开放式人民币理财产品,3642天,业绩基准3.5%
50000,HF180492,“金钥匙·汇利丰”2018年第492期人民币结构性存款产品,365天,3.6%-3.7%
50000,ADRY176062B,“金钥匙·如意组合·62天”沪深300指数到期窄幅波动人民币理财产品,62天,3%-4.9%
1000000,HF180607,“金钥匙·汇利丰”2018年第607期人民币结构性存款产品（高净值客户专享）,182天,3.8%-4%
50000,ADRY176090A,“金钥匙·如意组合·90天”沪深300指数到期宽幅波动人民币理财产品,90天,3%-4.9%
1000000,HF180610,“金钥匙·汇利丰”2018年第610期人民币结构性存款产品（高净值客户专享）,182天,3.8%-4%
50000,ADRY176062A,“金钥匙·如意组合·62天”沪深300指数到期宽幅波动人民币理财产品,62天,3%-4.9%
10000000,HF180615,“金钥匙·汇利丰”2018年第615期人民币结构性存款产品（高净值客户专享）,182天,4.15%-4.35%
50000,ADRY176090B,“金钥匙·如意组合·90天”沪深300指数到期窄幅波动人民币理财产品,90天,3%-4.9%
50000,HF180476,“金钥匙·汇利丰”2018年第476期人民币结构性存款产品,182天,3.5%-3.6%
50000,ADRY178062A,“金钥匙·如意组合·62天”黄金到期宽幅波动人民币理财产品,62天,3.5%-4.3%
50000,HF180479,“金钥匙·汇利丰”2018年第479期人民币结构性存款产品,182天,3.5%-3.6%
50000,ADRY178062B,“金钥匙·如意组合·62天”黄金到期窄幅波动人民币理财产品,62天,3.5%-4.3%
50000,HF180482,“金钥匙·汇利丰”2018年第482期人民币结构性存款产品,182天,3.5%-3.6%
50000,ADRY177090A,“金钥匙·如意组合·90天”看涨白糖期货价格人民币理财产品,90天,3%-5.3%
50000,HF180490,“金钥匙·汇利丰”2018年第490期人民币结构性存款产品,182天,3.5%-3.6%
