pfloor,pid,pname,pperiod,prate
"200,000.00",FSAB13908B  ,非凡资产管理翠竹13W理财产品周四高端04款,91天,4.80%
"200,000.00",FSAB260447  ,非凡资产管理翠竹周期开放26W周四高端16款,182天,0.00%
"200,000.00",FSAE17615B  ,非凡资产管理瑞赢1M周四05高端款,35天,0.00%
"200,000.00",FSAE17617B  ,非凡资产管理瑞赢3M周四06高端款,91天,0.00%
"50,000.00",FSAA18395A  ,非凡资产管理半年增利第352期普通02款,186天,4.80%
"50,000.00",FSAA18395E  ,非凡资产管理半年增利第352期（直销银行专属）普通款,186天,4.80%
"50,000.00",FSAA18395M  ,非凡资产管理半年增利第352期（懂你的理财）B02款,186天,4.85%
"50,000.00",FSAA18395N  ,非凡资产管理半年增利第352期（懂你的理财）C02款,186天,4.90%
"50,000.00",FSAA18396A  ,非凡资产管理九月增利第352期普通02款,273天,4.80%
"50,000.00",FSAA18396E  ,非凡资产管理九月增利第352期（直销银行专属）普通款,273天,4.80%
"50,000.00",FSAA18397A  ,非凡资产管理一年增利第352期普通02款,364天,4.80%
"50,000.00",FSAA18397E  ,非凡资产管理一年增利第352期（直销银行专属）普通款,364天,4.90%
"50,000.00",FSAA1861CA  ,非凡资产管理季增利第352期（新喜3M）款,95天,5.15%
"50,000.00",FSAA1861CG  ,非凡资产管理季增利第352期（直销特供）新客户专属款,95天,5.15%
"50,000.00",FSAA1861JA  ,非凡资产管理五月增利第352期（新喜5M）款,153天,5.15%
"50,000.00",FSAA1861JG  ,非凡资产管理五月增利第352期（直销特供）新客户专属款,153天,5.15%
"50,000.00",FSAB050401  ,非凡资产管理翠竹周期开放5W周四普通01款,35天,0.00%
"50,000.00",FSAB09012A  ,非凡资产管理翠竹9W理财产品周四普通06款,63天,4.70%
"50,000.00",FSAB12031A  ,非凡资产管理翠竹2W理财产品周四普通01款,14天,4.20%
"50,000.00",FSAB13010A  ,非凡资产管理翠竹5W理财产品周四普通05款,35天,4.60%
"50,000.00",FSAB13908A  ,非凡资产管理翠竹13W理财产品周四普通04款,91天,4.75%
"50,000.00",FSAB260446  ,非凡资产管理翠竹周期开放26W周四普通16款,182天,0.00%
"50,000.00",FSAE17615A  ,非凡资产管理瑞赢1M周四05普通款,35天,0.00%
"50,000.00",FSAE17617A  ,非凡资产管理瑞赢3M周四06普通款,91天,0.00%
"50,000.00",FSCB18001A  ,聚赢系列挂钩利率7天定期开放型结构性存款产品,7天,3.75%
"50,000.00",FSLA18153A  ,博赢挂钩上海金（看涨）-非凡资产管理理财18153普通款,186天,0.00%
"50,000.00",FSLA18154A  ,博赢挂钩上海金（看跌）-非凡资产管理理财18154普通款,186天,0.00%
"50,000.00",FSLA18166A  ,博赢挂钩美元指数-非凡资产管理理财18166普通款,123天,0.00%
"50,000.00",FSLA18166Z  ,博赢挂钩美元指数-非凡资产管理理财18166直销银行款,123天,0.00%
"8,000.00",FSCB18002A  ,聚赢系列挂钩利率7天定期开放型结构性存款产品（美元）,7天,2.00%
"1,000,000.00",FSAA18393H  ,非凡资产管理四月增利第352期（直销银行专属）尊享款,122天,4.85%
"1,000,000.00",FSAB090521  ,非凡资产管理翠竹周期开放9W周五尊享07款,63天,0.00%
"1,000,000.00",FSAB12030D  ,非凡资产管理翠竹1W理财产品周五尊享款,7天,4.15%
"1,000,000.00",FSAB130509  ,非凡资产管理翠竹周期开放13W周五尊享03款,91天,0.00%
"10,000,000.00",FSAB12030E  ,非凡资产管理翠竹1W理财产品周五尊特款,7天,4.15%
"100,000.00",FSCA18686A  ,聚赢汇率-挂钩美元对日元汇率结构性存款产品18686号,89天,0.00%
"200,000.00",FSAA18393G  ,非凡资产管理四月增利第352期（直销银行专属）高端款,122天,4.80%
"200,000.00",FSAB090520  ,非凡资产管理翠竹周期开放9W周五高端07款,63天,0.00%
"200,000.00",FSAB12029B  ,非凡资产管理翠竹1W理财产品周五高端款,7天,4.10%
"200,000.00",FSAB130508  ,非凡资产管理翠竹周期开放13W周五高端03款,91天,0.00%
"50,000.00",FSAA18393E  ,非凡资产管理四月增利第352期（直销银行专属）普通款,122天,4.75%
"50,000.00",FSAB090519  ,非凡资产管理翠竹周期开放9W周五普通07款,63天,0.00%
"50,000.00",FSAB12028A  ,非凡资产管理翠竹1W理财产品周五普通款,7天,4.05%
"50,000.00",FSAB130507  ,非凡资产管理翠竹周期开放13W周五普通03款,91天,0.00%
"50,000.00",FSCA18121A  ,稳赢系列挂钩利率结构性存款产品18121号,45天,3.75%
"50,000.00",FSCA18122A  ,稳赢系列挂钩利率结构性存款产品18122号,94天,4.20%
"50,000.00",FSCA18123A  ,稳赢系列挂钩利率结构性存款产品18123号,187天,4.25%
"50,000.00",FSCA18124A  ,稳赢系列挂钩利率结构性存款产品18124号,360天,4.25%
"50,000.00",FSCA18841A  ,稳赢系列挂钩利率结构性存款产品18841号（直销银行专属）,94天,4.20%
"50,000.00",FSCA18842A  ,稳赢系列挂钩利率结构性存款产品18842号（直销银行专属）,187天,4.25%
"8,000.00",FSCA18421A  ,稳赢系列挂钩利率结构性存款产品18421号(美元),45天,2.30%
"8,000.00",FSCA18422A  ,稳赢系列挂钩利率结构性存款产品18422号(美元),94天,2.65%
"8,000.00",FSCA18423A  ,稳赢系列挂钩利率结构性存款产品18423号(美元),187天,2.90%
"8,000.00",FSCA18424A  ,稳赢系列挂钩利率结构性存款产品18424号(美元),360天,3.15%
"1,000,000.00",FSAB09013C  ,非凡资产管理翠竹9W理财产品周一尊享07款,63天,0.00%
"1,000,000.00",FSAB12024D  ,非凡资产管理翠竹1W理财产品周一尊享款,7天,0.00%
"1,000,000.00",FSAB13001D  ,非凡资产管理翠竹5W理财产品周一尊享01款,35天,0.00%
"1,000,000.00",FSAB13909C  ,非凡资产管理翠竹13W理财产品周一尊享05款,91天,0.00%
"10,000,000.00",FSAB12024E  ,非凡资产管理翠竹1W理财产品周一尊特款,7天,0.00%
"200,000.00",FSAB09013B  ,非凡资产管理翠竹9W理财产品周一高端07款,63天,0.00%
"200,000.00",FSAB12023B  ,非凡资产管理翠竹1W理财产品周一高端款,7天,0.00%
"200,000.00",FSAB13001B  ,非凡资产管理翠竹5W理财产品周一高端01款,35天,0.00%
"200,000.00",FSAB13909B  ,非凡资产管理翠竹13W理财产品周一高端05款,91天,0.00%
"50,000.00",FSAB09013A  ,非凡资产管理翠竹9W理财产品周一普通07款,63天,0.00%
"50,000.00",FSAB12022A  ,非凡资产管理翠竹1W理财产品周一普通款,7天,0.00%
"50,000.00",FSAB13001A  ,非凡资产管理翠竹5W理财产品周一普通01款,35天,0.00%
"50,000.00",FSAB13909A  ,非凡资产管理翠竹13W理财产品周一普通05款,91天,0.00%
"1,000,000.00",FSAB090224  ,非凡资产管理翠竹周期开放9W周二尊享08款,63天,0.00%
"1,000,000.00",FSAB12036D  ,非凡资产管理翠竹2W理财产品周二尊享01款,14天,0.00%
"1,000,000.00",FSAB130212  ,非凡资产管理翠竹周期开放13W周二尊享04款,91天,0.00%
"10,000,000.00",FSAB12036E  ,非凡资产管理翠竹2W理财产品周二尊特01款,14天,0.00%
"200,000.00",FSAB090223  ,非凡资产管理翠竹周期开放9W周二高端08款,63天,0.00%
"200,000.00",FSAB12035B  ,非凡资产管理翠竹2W理财产品周二高端01款,14天,0.00%
"200,000.00",FSAB130211  ,非凡资产管理翠竹周期开放13W周二高端04款,91天,0.00%
"50,000.00",FSAB090222  ,非凡资产管理翠竹周期开放9W周二普通08款,63天,0.00%
"50,000.00",FSAB12034A  ,非凡资产管理翠竹2W理财产品周二普通01款,14天,0.00%
"50,000.00",FSAB130210  ,非凡资产管理翠竹周期开放13W周二普通04款,91天,0.00%
"50,000.00",FSAE01001A  ,非凡资产管理慧赢添利固收类4W01款,28天,0.00%
"50,000.00",FSAE03009A  ,非凡资产管理慧赢添利固收类12W09款,84天,0.00%
"1,000,000.00",FSAB050406  ,非凡资产管理翠竹周期开放5W周四尊享02款,35天,0.00%
"1,000,000.00",FSAB09014C  ,非凡资产管理翠竹9W理财产品周四尊享07款,63天,0.00%
"1,000,000.00",FSAB12039D  ,非凡资产管理翠竹2W理财产品周四尊享02款,14天,0.00%
"1,000,000.00",FSAB13002D  ,非凡资产管理翠竹5W理财产品周四尊享01款,35天,0.00%
"1,000,000.00",FSAB13910C  ,非凡资产管理翠竹13W理财产品周四尊享05款,91天,0.00%
"10,000,000.00",FSAB12043E  ,非凡资产管理翠竹2W理财产品周四尊特02款,14天,0.00%
"200,000.00",FSAB050405  ,非凡资产管理翠竹周期开放5W周四高端02款,35天,0.00%
"200,000.00",FSAB09014B  ,非凡资产管理翠竹9W理财产品周四高端07款,63天,0.00%
"200,000.00",FSAB12038B  ,非凡资产管理翠竹2W理财产品周四高端02款,14天,0.00%
"200,000.00",FSAB13002B  ,非凡资产管理翠竹5W理财产品周四高端01款,35天,0.00%
"200,000.00",FSAB13910B  ,非凡资产管理翠竹13W理财产品周四高端05款,91天,0.00%
"200,000.00",FSAE17607B  ,非凡资产管理瑞赢1M周四01高端款,35天,0.00%
"200,000.00",FSAE17618B  ,非凡资产管理瑞赢3M周四07高端款,91天,0.00%
"50,000.00",FSAB050404  ,非凡资产管理翠竹周期开放5W周四普通02款,35天,0.00%
"50,000.00",FSAB09014A  ,非凡资产管理翠竹9W理财产品周四普通07款,63天,0.00%
"50,000.00",FSAB12037A  ,非凡资产管理翠竹2W理财产品周四普通02款,14天,0.00%
"50,000.00",FSAB13002A  ,非凡资产管理翠竹5W理财产品周四普通01款,35天,0.00%
"50,000.00",FSAB13910A  ,非凡资产管理翠竹13W理财产品周四普通05款,91天,0.00%
"50,000.00",FSAE17607A  ,非凡资产管理瑞赢1M周四01普通款,35天,0.00%
"50,000.00",FSAE17618A  ,非凡资产管理瑞赢3M周四07普通款,91天,0.00%
"1,000,000.00",FSAB090524  ,非凡资产管理翠竹周期开放9W周五尊享08款,63天,0.00%
"1,000,000.00",FSAB130512  ,非凡资产管理翠竹周期开放13W周五尊享04款,91天,0.00%
"200,000.00",FSAB090523  ,非凡资产管理翠竹周期开放9W周五高端08款,63天,0.00%
"200,000.00",FSAB130511  ,非凡资产管理翠竹周期开放13W周五高端04款,91天,0.00%
"50,000.00",FSAB090522  ,非凡资产管理翠竹周期开放9W周五普通08款,63天,0.00%
"50,000.00",FSAB130510  ,非凡资产管理翠竹周期开放13W周五普通04款,91天,0.00%
"1,000,000.00",FSAB050109  ,非凡资产管理翠竹周期开放5W周一尊享03款,35天,0.00%
"1,000,000.00",FSAB09015C  ,非凡资产管理翠竹9W理财产品周一尊享08款,63天,0.00%
"1,000,000.00",FSAB13003D  ,非凡资产管理翠竹5W理财产品周一尊享02款,35天,0.00%
"1,000,000.00",FSAB13911C  ,非凡资产管理翠竹13W理财产品周一尊享06款,91天,0.00%
"200,000.00",FSAB050108  ,非凡资产管理翠竹周期开放5W周一高端03款,35天,0.00%
"200,000.00",FSAB09015B  ,非凡资产管理翠竹9W理财产品周一高端08款,63天,0.00%
"200,000.00",FSAB13003B  ,非凡资产管理翠竹5W理财产品周一高端02款,35天,0.00%
"200,000.00",FSAB13911B  ,非凡资产管理翠竹13W理财产品周一高端06款,91天,0.00%
"50,000.00",FSAB09015A  ,非凡资产管理翠竹9W理财产品周一普通08款,63天,0.00%
"50,000.00",FSAB13003A  ,非凡资产管理翠竹5W理财产品周一普通02款,35天,0.00%
"50,000.00",FSAB13911A  ,非凡资产管理翠竹13W理财产品周一普通06款,91天,0.00%
"1,000,000.00",FSAB090227  ,非凡资产管理翠竹周期开放9W周二尊享09款,63天,0.00%
"1,000,000.00",FSAB130215  ,非凡资产管理翠竹周期开放13W周二尊享05款,91天,0.00%
"200,000.00",FSAB090226  ,非凡资产管理翠竹周期开放9W周二高端09款,63天,0.00%
"200,000.00",FSAB130214  ,非凡资产管理翠竹周期开放13W周二高端05款,91天,0.00%
"50,000.00",FSAB090225  ,非凡资产管理翠竹周期开放9W周二普通09款,63天,0.00%
"50,000.00",FSAB130213  ,非凡资产管理翠竹周期开放13W周二普通05款,91天,0.00%
"50,000.00",FSAE01002A  ,非凡资产管理慧赢添利固收类4W02款,28天,0.00%
"50,000.00",FSAE03010A  ,非凡资产管理慧赢添利固收类12W10款,84天,0.00%
"1,000,000.00",FSAB050409  ,非凡资产管理翠竹周期开放5W周四尊享03款,35天,0.00%
"1,000,000.00",FSAB09016C  ,非凡资产管理翠竹9W理财产品周四尊享08款,63天,0.00%
"1,000,000.00",FSAB13004D  ,非凡资产管理翠竹5W理财产品周四尊享02款,35天,0.00%
"1,000,000.00",FSAB13912C  ,非凡资产管理翠竹13W理财产品周四尊享06款,91天,0.00%
"200,000.00",FSAB050408  ,非凡资产管理翠竹周期开放5W周四高端03款,35天,0.00%
"200,000.00",FSAB09016B  ,非凡资产管理翠竹9W理财产品周四高端08款,63天,0.00%
"200,000.00",FSAB13004B  ,非凡资产管理翠竹5W理财产品周四高端02款,35天,0.00%
"200,000.00",FSAB13912B  ,非凡资产管理翠竹13W理财产品周四高端06款,91天,0.00%
"200,000.00",FSAE17609B  ,非凡资产管理瑞赢1M周四02高端款,35天,0.00%
"200,000.00",FSAE17619B  ,非凡资产管理瑞赢3M周四08高端款,91天,0.00%
"50,000.00",FSAB050407  ,非凡资产管理翠竹周期开放5W周四普通03款,35天,0.00%
"50,000.00",FSAB09016A  ,非凡资产管理翠竹9W理财产品周四普通08款,63天,0.00%
"50,000.00",FSAB13004A  ,非凡资产管理翠竹5W理财产品周四普通02款,35天,0.00%
"50,000.00",FSAB13912A  ,非凡资产管理翠竹13W理财产品周四普通06款,91天,0.00%
"50,000.00",FSAE17609A  ,非凡资产管理瑞赢1M周四02普通款,35天,0.00%
"50,000.00",FSAE17619A  ,非凡资产管理瑞赢3M周四08普通款,91天,0.00%
"1,000,000.00",FSAB090527  ,非凡资产管理翠竹周期开放9W周五尊享09款,63天,0.00%
"1,000,000.00",FSAB130515  ,非凡资产管理翠竹周期开放13W周五尊享05款,91天,0.00%
"200,000.00",FSAB090526  ,非凡资产管理翠竹周期开放9W周五高端09款,63天,0.00%
"200,000.00",FSAB130514  ,非凡资产管理翠竹周期开放13W周五高端05款,91天,0.00%
"50,000.00",FSAB090525  ,非凡资产管理翠竹周期开放9W周五普通09款,63天,0.00%
"50,000.00",FSAB130513  ,非凡资产管理翠竹周期开放13W周五普通05款,91天,0.00%
"1,000,000.00",FSAB050112  ,非凡资产管理翠竹周期开放5W周一尊享04款,35天,0.00%
"1,000,000.00",FSAB09017C  ,非凡资产管理翠竹9W理财产品周一尊享09款,63天,0.00%
"1,000,000.00",FSAB13005D  ,非凡资产管理翠竹5W理财产品周一尊享03款,35天,0.00%
"1,000,000.00",FSAB13913C  ,非凡资产管理翠竹13W理财产品周一尊享07款,91天,0.00%
"200,000.00",FSAB050111  ,非凡资产管理翠竹周期开放5W周一高端04款,35天,0.00%
"200,000.00",FSAB09017B  ,非凡资产管理翠竹9W理财产品周一高端09款,63天,0.00%
"200,000.00",FSAB13005B  ,非凡资产管理翠竹5W理财产品周一高端03款,35天,0.00%
"200,000.00",FSAB13913B  ,非凡资产管理翠竹13W理财产品周一高端07款,91天,0.00%
"50,000.00",FSAB050110  ,非凡资产管理翠竹周期开放5W周一普通04款,35天,0.00%
"50,000.00",FSAB09017A  ,非凡资产管理翠竹9W理财产品周一普通09款,63天,0.00%
"50,000.00",FSAB13005A  ,非凡资产管理翠竹5W理财产品周一普通03款,35天,0.00%
"50,000.00",FSAB13913A  ,非凡资产管理翠竹13W理财产品周一普通07款,91天,0.00%
"50,000.00",FSAE15601A  ,非凡资产管理智赢A1号,30天,0.00%
"1,000,000.00",FSAB090203  ,非凡资产管理翠竹周期开放9W周二尊享01款,63天,0.00%
"1,000,000.00",FSAB130218  ,非凡资产管理翠竹周期开放13W周二尊享06款,91天,0.00%
"200,000.00",FSAB090202  ,非凡资产管理翠竹周期开放9W周二高端01款,63天,0.00%
"200,000.00",FSAB130217  ,非凡资产管理翠竹周期开放13W周二高端06款,91天,0.00%
"50,000.00",FSAB090201  ,非凡资产管理翠竹周期开放9W周二普通01款,63天,0.00%
"50,000.00",FSAB130216  ,非凡资产管理翠竹周期开放13W周二普通06款,91天,0.00%
"50,000.00",FSAE01003A  ,非凡资产管理慧赢添利固收类4W03款,28天,0.00%
"50,000.00",FSAE03011A  ,非凡资产管理慧赢添利固收类12W11款,84天,0.00%
"1,000,000.00",FSAB050412  ,非凡资产管理翠竹周期开放5W周四尊享04款,35天,0.00%
"1,000,000.00",FSAB09018C  ,非凡资产管理翠竹9W理财产品周四尊享09款,63天,0.00%
"1,000,000.00",FSAB13006D  ,非凡资产管理翠竹5W理财产品周四尊享03款,35天,0.00%
"1,000,000.00",FSAB13914C  ,非凡资产管理翠竹13W理财产品周四尊享07款,91天,0.00%
"200,000.00",FSAB050411  ,非凡资产管理翠竹周期开放5W周四高端04款,35天,0.00%
"200,000.00",FSAB09018B  ,非凡资产管理翠竹9W理财产品周四高端09款,63天,0.00%
"200,000.00",FSAB13006B  ,非凡资产管理翠竹5W理财产品周四高端03款,35天,0.00%
"200,000.00",FSAB13914B  ,非凡资产管理翠竹13W理财产品周四高端07款,91天,0.00%
"200,000.00",FSAE17611B  ,非凡资产管理瑞赢1M周四03高端款,35天,0.00%
"200,000.00",FSAE17620B  ,非凡资产管理瑞赢3M周四09高端款,91天,0.00%
"50,000.00",FSAB050410  ,非凡资产管理翠竹周期开放5W周四普通04款,35天,0.00%
"50,000.00",FSAB09018A  ,非凡资产管理翠竹9W理财产品周四普通09款,63天,0.00%
"50,000.00",FSAB13006A  ,非凡资产管理翠竹5W理财产品周四普通03款,35天,0.00%
"50,000.00",FSAB13914A  ,非凡资产管理翠竹13W理财产品周四普通07款,91天,0.00%
"50,000.00",FSAE17611A  ,非凡资产管理瑞赢1M周四03普通款,35天,0.00%
"50,000.00",FSAE17620A  ,非凡资产管理瑞赢3M周四09普通款,91天,0.00%
"1,000,000.00",FSAB090503  ,非凡资产管理翠竹周期开放9W周五尊享01款,63天,0.00%
"1,000,000.00",FSAB130518  ,非凡资产管理翠竹周期开放13W周五尊享06款,91天,0.00%
"200,000.00",FSAB090502  ,非凡资产管理翠竹周期开放9W周五高端01款,63天,0.00%
"200,000.00",FSAB130517  ,非凡资产管理翠竹周期开放13W周五高端06款,91天,0.00%
"50,000.00",FSAB090501  ,非凡资产管理翠竹周期开放9W周五普通01款,63天,0.00%
"50,000.00",FSAB130516  ,非凡资产管理翠竹周期开放13W周五普通06款,91天,0.00%
"1,000,000.00",FSAB050115  ,非凡资产管理翠竹周期开放5W周一尊享05款,35天,0.00%
"1,000,000.00",FSAB09001C  ,非凡资产管理翠竹9W理财产品周一尊享01款,63天,0.00%
"1,000,000.00",FSAB13007D  ,非凡资产管理翠竹5W理财产品周一尊享04款,35天,0.00%
"1,000,000.00",FSAB13915C  ,非凡资产管理翠竹13W理财产品周一尊享08款,91天,0.00%
"200,000.00",FSAB050114  ,非凡资产管理翠竹周期开放5W周一高端05款,35天,0.00%
"200,000.00",FSAB09001B  ,非凡资产管理翠竹9W理财产品周一高端01款,63天,0.00%
"200,000.00",FSAB13007B  ,非凡资产管理翠竹5W理财产品周一高端04款,35天,0.00%
"200,000.00",FSAB13915B  ,非凡资产管理翠竹13W理财产品周一高端08款,91天,0.00%
"50,000.00",FSAB050113  ,非凡资产管理翠竹周期开放5W周一普通05款,35天,0.00%
"50,000.00",FSAB09001A  ,非凡资产管理翠竹9W理财产品周一普通01款,63天,0.00%
"50,000.00",FSAB13007A  ,非凡资产管理翠竹5W理财产品周一普通04款,35天,0.00%
"50,000.00",FSAB13915A  ,非凡资产管理翠竹13W理财产品周一普通08款,91天,0.00%
"50,000.00",FSAE136004  ,非凡资产管理智赢4号,30天,0.00%
"1,000,000.00",FSAB090206  ,非凡资产管理翠竹周期开放9W周二尊享02款,63天,0.00%
"1,000,000.00",FSAB130221  ,非凡资产管理翠竹周期开放13W周二尊享07款,91天,0.00%
"200,000.00",FSAB090205  ,非凡资产管理翠竹周期开放9W周二高端02款,63天,0.00%
"200,000.00",FSAB130220  ,非凡资产管理翠竹周期开放13W周二高端07款,91天,0.00%
"50,000.00",FSAB090204  ,非凡资产管理翠竹周期开放9W周二普通02款,63天,0.00%
"50,000.00",FSAB130219  ,非凡资产管理翠竹周期开放13W周二普通07款,91天,0.00%
"50,000.00",FSAE03012A  ,非凡资产管理慧赢添利固收类12W12款,84天,0.00%
"1,000,000.00",FSAB050415  ,非凡资产管理翠竹周期开放5W周四尊享05款,35天,0.00%
"1,000,000.00",FSAB09002C  ,非凡资产管理翠竹9W理财产品周四尊享01款,63天,0.00%
"1,000,000.00",FSAB13008D  ,非凡资产管理翠竹5W理财产品周四尊享04款,35天,0.00%
"1,000,000.00",FSAB13916C  ,非凡资产管理翠竹13W理财产品周四尊享08款,91天,0.00%
"100,000.00",FSCB18003A  ,聚赢系列挂钩沪深300指数91天定期开放型结构性存款产品01款,91天,0.00%
"200,000.00",FSAB050414  ,非凡资产管理翠竹周期开放5W周四高端05款,35天,0.00%
"200,000.00",FSAB09002B  ,非凡资产管理翠竹9W理财产品周四高端01款,63天,0.00%
"200,000.00",FSAB13008B  ,非凡资产管理翠竹5W理财产品周四高端04款,35天,0.00%
"200,000.00",FSAB13916B  ,非凡资产管理翠竹13W理财产品周四高端08款,91天,0.00%
"200,000.00",FSAE17621B  ,非凡资产管理瑞赢3M周四10高端款,91天,0.00%
"200,000.00",FSAE17627B  ,非凡资产管理瑞赢1M周四04高端款,35天,0.00%
"50,000.00",FSAB050413  ,非凡资产管理翠竹周期开放5W周四普通05款,35天,0.00%
"50,000.00",FSAB09002A  ,非凡资产管理翠竹9W理财产品周四普通01款,63天,0.00%
"50,000.00",FSAB13008A  ,非凡资产管理翠竹5W理财产品周四普通04款,35天,0.00%
"50,000.00",FSAB13916A  ,非凡资产管理翠竹13W理财产品周四普通08款,91天,0.00%
"50,000.00",FSAE17621A  ,非凡资产管理瑞赢3M周四10普通款,91天,0.00%
"50,000.00",FSAE17627A  ,非凡资产管理瑞赢1M周四04普通款,35天,0.00%
"1,000,000.00",FSAB090506  ,非凡资产管理翠竹周期开放9W周五尊享02款,63天,0.00%
"1,000,000.00",FSAB130521  ,非凡资产管理翠竹周期开放13W周五尊享07款,91天,0.00%
"200,000.00",FSAB090505  ,非凡资产管理翠竹周期开放9W周五高端02款,63天,0.00%
"200,000.00",FSAB130520  ,非凡资产管理翠竹周期开放13W周五高端07款,91天,0.00%
"50,000.00",FSAB090504  ,非凡资产管理翠竹周期开放9W周五普通02款,63天,0.00%
"50,000.00",FSAB130519  ,非凡资产管理翠竹周期开放13W周五普通07款,91天,0.00%
"1,000,000.00",FSAB09003C  ,非凡资产管理翠竹9W理财产品周一尊享02款,63天,0.00%
"1,000,000.00",FSAB090209  ,非凡资产管理翠竹周期开放9W周二尊享03款,63天,0.00%
